[0]	[]	[0, 1, 0]	0
[0]	[0, 1, 0, 0]	[1, 2, 1]	0
[0]	[1, 2, 1, 0]	[2, 3, 1]	0
[0]	[2, 3, 1, 0]	[3, 4, 1]	0
[0]	[3, 4, 1, 0]	[4, 5, 1]	0
[0]	[4, 5, 1, 0]	[5, 6, 1]	0
[0]	[5, 6, 1, 0]	[6, 7, 1]	0
[0]	[6, 7, 1, 0]	[7, 8, 2]	0
[0]	[7, 8, 2, 0]	[8, 9, 3]	0
[0]	[8, 9, 3, 0]	[9, 10, 4]	0
[0, 1]	[9, 10, 4, 0]	[10, 1, 5]	1
[0, 1]	[10, 1, 5, 1]	[11, 2, 6]	0
[0, 1]	[11, 2, 6, 0]	[12, 3, 1]	0
[0, 1]	[12, 3, 1, 0]	[13, 4, 7]	0
[0, 1]	[13, 4, 7, 0]	[14, 5, 1]	0
[0, 1]	[14, 5, 1, 0]	[15, 6, 1]	0
[0, 1]	[15, 6, 1, 0]	[16, 7, 8]	0
[0, 1]	[16, 7, 8, 0]	[17, 8, 1]	0
[0, 1]	[17, 8, 1, 0]	[18, 9, 1]	0
[0, 1]	[18, 9, 1, 0]	[19, 10, 9]	0

[2]	[]	[20, 1, 10]	0
[2]	[20, 1, 10, 0]	[21, 2, 11]	1
[2]	[21, 2, 11, 1]	[22, 3, 12]	1
[2]	[22, 3, 12, 1]	[23, 4, 11]	1
[2]	[23, 4, 11, 1]	[24, 5, 7]	0
[2]	[24, 5, 7, 0]	[25, 6, 7]	0
[2]	[25, 6, 7, 0]	[26, 7, 13]	0
[2]	[26, 7, 13, 0]	[27, 8, 14]	0
[2]	[27, 8, 14, 0]	[28, 9, 7]	0
[2]	[28, 9, 7, 0]	[29, 10, 1]	0
[2, 3]	[29, 10, 1, 0]	[30, 1, 15]	0
[2, 3]	[30, 1, 15, 0]	[31, 2, 16]	0
[2, 3]	[31, 2, 16, 0]	[32, 3, 15]	1
[2, 3]	[32, 3, 15, 1]	[33, 4, 12]	1
[2, 3]	[33, 4, 12, 1]	[34, 5, 17]	0
[2, 3]	[34, 5, 17, 0]	[35, 6, 7]	0
[2, 3]	[35, 6, 7, 0]	[36, 7, 7]	0
[2, 3]	[36, 7, 7, 0]	[37, 8, 18]	0
[2, 3]	[37, 8, 18, 0]	[38, 9, 1]	0
[2, 3]	[38, 9, 1, 0]	[39, 10, 1]	0

[4]	[]	[40, 1, 5]	0
[4]	[40, 1, 5, 0]	[41, 2, 19]	0
[4]	[41, 2, 19, 0]	[42, 3, 20]	0
[4]	[42, 3, 20, 0]	[43, 4, 21]	0
[4]	[43, 4, 21, 0]	[44, 5, 1]	0
[4]	[44, 5, 1, 0]	[45, 6, 22]	0
[4]	[45, 6, 22, 0]	[46, 7, 23]	0
[4]	[46, 7, 23, 0]	[47, 8, 22]	0
[4]	[47, 8, 22, 0]	[48, 9, 24]	0
[4]	[48, 9, 24, 0]	[49, 10, 25]	0
[4, 5]	[49, 10, 25, 0]	[50, 1, 26]	1
[4, 5]	[50, 1, 26, 1]	[51, 2, 1]	0
[4, 5]	[51, 2, 1, 0]	[52, 3, 1]	0
[4, 5]	[52, 3, 1, 0]	[53, 4, 22]	0
[4, 5]	[53, 4, 22, 0]	[46, 5, 23]	0
[4, 5]	[46, 5, 23, 0]	[54, 6, 1]	0
[4, 5]	[54, 6, 1, 0]	[55, 7, 20]	0
[4, 5]	[55, 7, 20, 0]	[56, 8, 27]	0
[4, 5]	[56, 8, 27, 0]	[57, 9, 28]	0
[4, 5]	[57, 9, 28, 0]	[58, 10, 7]	0

[6]	[]	[59, 1, 20]	1
[6]	[59, 1, 20, 1]	[60, 2, 1]	0
[6]	[60, 2, 1, 0]	[61, 3, 7]	0
[6]	[61, 3, 7, 0]	[62, 4, 1]	0
[6]	[62, 4, 1, 0]	[63, 5, 29]	0
[6]	[63, 5, 29, 0]	[64, 6, 30]	0
[6]	[64, 6, 30, 0]	[65, 7, 31]	0
[6]	[65, 7, 31, 0]	[66, 8, 1]	0
[6]	[66, 8, 1, 0]	[67, 9, 30]	0
[6]	[67, 9, 30, 0]	[68, 10, 25]	0
[6, 6]	[68, 10, 25, 0]	[59, 1, 20]	1
[6, 6]	[59, 1, 20, 1]	[60, 2, 1]	0
[6, 6]	[60, 2, 1, 0]	[61, 3, 7]	0
[6, 6]	[61, 3, 7, 0]	[62, 4, 1]	0
[6, 6]	[62, 4, 1, 0]	[63, 5, 29]	0
[6, 6]	[63, 5, 29, 0]	[64, 6, 30]	0
[6, 6]	[64, 6, 30, 0]	[65, 7, 31]	0
[6, 6]	[65, 7, 31, 0]	[66, 8, 1]	0
[6, 6]	[66, 8, 1, 0]	[67, 9, 30]	0
[6, 6]	[67, 9, 30, 0]	[68, 10, 25]	0
[6, 6, 6]	[68, 10, 25, 0]	[59, 1, 20]	1
[6, 6, 6]	[59, 1, 20, 1]	[60, 2, 1]	0
[6, 6, 6]	[60, 2, 1, 0]	[61, 3, 7]	0
[6, 6, 6]	[61, 3, 7, 0]	[62, 4, 1]	0
[6, 6, 6]	[62, 4, 1, 0]	[63, 5, 29]	0
[6, 6, 6]	[63, 5, 29, 0]	[64, 6, 30]	0
[6, 6, 6]	[64, 6, 30, 0]	[65, 7, 31]	0
[6, 6, 6]	[65, 7, 31, 0]	[66, 8, 1]	0
[6, 6, 6]	[66, 8, 1, 0]	[67, 9, 30]	0
[6, 6, 6]	[67, 9, 30, 0]	[68, 10, 25]	0

[7]	[]	[69, 1, 20]	1
[7]	[69, 1, 20, 1]	[70, 2, 1]	0
[7]	[70, 2, 1, 0]	[71, 3, 1]	0
[7]	[71, 3, 1, 0]	[72, 4, 1]	0
[7]	[72, 4, 1, 0]	[73, 5, 1]	0
[7]	[73, 5, 1, 0]	[74, 6, 32]	0
[7]	[74, 6, 32, 0]	[75, 7, 1]	0
[7]	[75, 7, 1, 0]	[76, 8, 1]	0
[7]	[76, 8, 1, 0]	[77, 9, 1]	0
[7]	[77, 9, 1, 0]	[78, 10, 1]	0
[7, 7]	[78, 10, 1, 0]	[69, 1, 20]	1
[7, 7]	[69, 1, 20, 1]	[70, 2, 1]	0
[7, 7]	[70, 2, 1, 0]	[71, 3, 1]	0
[7, 7]	[71, 3, 1, 0]	[72, 4, 1]	0
[7, 7]	[72, 4, 1, 0]	[73, 5, 1]	0
[7, 7]	[73, 5, 1, 0]	[74, 6, 32]	0
[7, 7]	[74, 6, 32, 0]	[75, 7, 1]	0
[7, 7]	[75, 7, 1, 0]	[76, 8, 1]	0
[7, 7]	[76, 8, 1, 0]	[77, 9, 1]	0
[7, 7]	[77, 9, 1, 0]	[78, 10, 1]	0

[8]	[]	[79, 1, 33]	0
[8]	[79, 1, 33, 0]	[80, 2, 34]	0
[8]	[80, 2, 34, 0]	[81, 3, 35]	0
[8]	[81, 3, 35, 0]	[82, 4, 36]	0
[8]	[82, 4, 36, 0]	[83, 5, 35]	0
[8]	[83, 5, 35, 0]	[84, 6, 37]	0
[8]	[84, 6, 37, 0]	[85, 7, 37]	0
[8]	[85, 7, 37, 0]	[46, 8, 38]	0
[8]	[46, 8, 38, 0]	[86, 9, 39]	0
[8]	[86, 9, 39, 0]	[87, 10, 35]	0
[8, 9]	[87, 10, 35, 0]	[88, 1, 5]	1
[8, 9]	[88, 1, 5, 1]	[89, 2, 40]	0
[8, 9]	[89, 2, 40, 0]	[90, 3, 1]	0
[8, 9]	[90, 3, 1, 0]	[91, 4, 1]	0
[8, 9]	[91, 4, 1, 0]	[92, 5, 41]	0
[8, 9]	[92, 5, 41, 0]	[93, 6, 1]	0
[8, 9]	[93, 6, 1, 0]	[94, 7, 1]	0
[8, 9]	[94, 7, 1, 0]	[46, 8, 42]	0
[8, 9]	[46, 8, 42, 0]	[46, 9, 23]	0
[8, 9]	[46, 9, 23, 0]	[95, 10, 9]	0

[10]	[]	[96, 1, 26]	1
[10]	[96, 1, 26, 1]	[97, 2, 9]	0
[10]	[97, 2, 9, 0]	[98, 3, 43]	0
[10]	[98, 3, 43, 0]	[99, 4, 21]	0
[10]	[99, 4, 21, 0]	[100, 5, 1]	0
[10]	[100, 5, 1, 0]	[46, 6, 23]	0
[10]	[46, 6, 23, 0]	[101, 7, 1]	0
[10]	[101, 7, 1, 0]	[102, 8, 1]	0
[10]	[102, 8, 1, 0]	[103, 9, 44]	0
[10]	[103, 9, 44, 0]	[104, 10, 1]	0
[10, 5]	[104, 10, 1, 0]	[50, 1, 26]	1
[10, 5]	[50, 1, 26, 1]	[51, 2, 1]	0
[10, 5]	[51, 2, 1, 0]	[52, 3, 1]	0
[10, 5]	[52, 3, 1, 0]	[105, 4, 45]	0
[10, 5]	[105, 4, 45, 0]	[53, 5, 22]	0
[10, 5]	[53, 5, 22, 0]	[46, 6, 23]	0
[10, 5]	[46, 6, 23, 0]	[56, 7, 27]	0
[10, 5]	[56, 7, 27, 0]	[54, 8, 1]	0
[10, 5]	[54, 8, 1, 0]	[57, 9, 28]	0
[10, 5]	[57, 9, 28, 0]	[58, 10, 7]	0
[10, 5, 5]	[58, 10, 7, 0]	[50, 1, 26]	1
[10, 5, 5]	[50, 1, 26, 1]	[51, 2, 1]	0
[10, 5, 5]	[51, 2, 1, 0]	[52, 3, 1]	0
[10, 5, 5]	[52, 3, 1, 0]	[53, 4, 22]	0
[10, 5, 5]	[53, 4, 22, 0]	[105, 5, 45]	0
[10, 5, 5]	[105, 5, 45, 0]	[46, 6, 23]	0
[10, 5, 5]	[46, 6, 23, 0]	[56, 7, 27]	0
[10, 5, 5]	[56, 7, 27, 0]	[54, 8, 1]	0
[10, 5, 5]	[54, 8, 1, 0]	[57, 9, 28]	0
[10, 5, 5]	[57, 9, 28, 0]	[58, 10, 7]	0

[11]	[]	[106, 1, 46]	0
[11]	[106, 1, 46, 0]	[107, 2, 47]	0
[11]	[107, 2, 47, 0]	[108, 3, 48]	1
[11]	[108, 3, 48, 1]	[109, 4, 49]	0
[11]	[109, 4, 49, 0]	[110, 5, 29]	0
[11]	[110, 5, 29, 0]	[46, 6, 23]	0
[11]	[46, 6, 23, 0]	[111, 7, 50]	0
[11]	[111, 7, 50, 0]	[112, 8, 51]	0
[11]	[112, 8, 51, 0]	[113, 9, 52]	0
[11]	[113, 9, 52, 0]	[114, 10, 1]	0
[11, 12]	[114, 10, 1, 0]	[114, 1, 1]	1
[11, 12]	[114, 1, 1, 1]	[106, 2, 46]	0
[11, 12]	[106, 2, 46, 0]	[109, 3, 49]	0
[11, 12]	[109, 3, 49, 0]	[115, 4, 53]	0
[11, 12]	[115, 4, 53, 0]	[116, 5, 1]	0
[11, 12]	[116, 5, 1, 0]	[117, 6, 7]	0
[11, 12]	[117, 6, 7, 0]	[118, 7, 1]	0
[11, 12]	[118, 7, 1, 0]	[119, 8, 1]	0
[11, 12]	[119, 8, 1, 0]	[112, 9, 51]	0
[11, 12]	[112, 9, 51, 0]	[120, 10, 7]	0

[13]	[]	[50, 1, 26]	1
[13]	[50, 1, 26, 1]	[51, 2, 1]	1
[13]	[51, 2, 1, 1]	[121, 3, 1]	0
[13]	[121, 3, 1, 0]	[105, 4, 45]	0
[13]	[105, 4, 45, 0]	[122, 5, 54]	0
[13]	[122, 5, 54, 0]	[46, 6, 55]	0
[13]	[46, 6, 55, 0]	[123, 7, 56]	0
[13]	[123, 7, 56, 0]	[57, 8, 28]	0
[13]	[57, 8, 28, 0]	[53, 9, 56]	0
[13]	[53, 9, 56, 0]	[124, 10, 57]	0
[13, 5]	[124, 10, 57, 0]	[50, 1, 26]	1
[13, 5]	[50, 1, 26, 1]	[51, 2, 1]	0
[13, 5]	[51, 2, 1, 0]	[52, 3, 1]	0
[13, 5]	[52, 3, 1, 0]	[53, 4, 56]	0
[13, 5]	[53, 4, 56, 0]	[54, 5, 1]	0
[13, 5]	[54, 5, 1, 0]	[46, 6, 55]	0
[13, 5]	[46, 6, 55, 0]	[55, 7, 20]	0
[13, 5]	[55, 7, 20, 0]	[56, 8, 58]	0
[13, 5]	[56, 8, 58, 0]	[58, 9, 7]	0
[13, 5]	[58, 9, 7, 0]	[125, 10, 1]	0

[14]	[]	[126, 1, 59]	1
[14]	[126, 1, 59, 1]	[127, 2, 29]	0
[14]	[127, 2, 29, 0]	[128, 3, 60]	0
[14]	[128, 3, 60, 0]	[129, 4, 7]	0
[14]	[129, 4, 7, 0]	[130, 5, 61]	0
[14]	[130, 5, 61, 0]	[131, 6, 62]	0
[14]	[131, 6, 62, 0]	[132, 7, 7]	0
[14]	[132, 7, 7, 0]	[133, 8, 1]	0
[14]	[133, 8, 1, 0]	[134, 9, 1]	0
[14]	[134, 9, 1, 0]	[135, 10, 1]	0
[14, 15]	[135, 10, 1, 0]	[136, 1, 63]	1
[14, 15]	[136, 1, 63, 1]	[137, 2, 1]	0
[14, 15]	[137, 2, 1, 0]	[138, 3, 1]	0
[14, 15]	[138, 3, 1, 0]	[139, 4, 1]	0
[14, 15]	[139, 4, 1, 0]	[140, 5, 1]	0
[14, 15]	[140, 5, 1, 0]	[141, 6, 64]	0
[14, 15]	[141, 6, 64, 0]	[142, 7, 64]	0
[14, 15]	[142, 7, 64, 0]	[143, 8, 20]	0
[14, 15]	[143, 8, 20, 0]	[144, 9, 1]	0
[14, 15]	[144, 9, 1, 0]	[145, 10, 1]	0

[16]	[]	[146, 1, 26]	1
[16]	[146, 1, 26, 1]	[147, 2, 1]	0
[16]	[147, 2, 1, 0]	[148, 3, 1]	0
[16]	[148, 3, 1, 0]	[149, 4, 65]	0
[16]	[149, 4, 65, 0]	[150, 5, 1]	0
[16]	[150, 5, 1, 0]	[151, 6, 66]	0
[16]	[151, 6, 66, 0]	[46, 7, 67]	0
[16]	[46, 7, 67, 0]	[152, 8, 68]	0
[16]	[152, 8, 68, 0]	[46, 9, 55]	0
[16]	[46, 9, 55, 0]	[153, 10, 68]	0
[16, 17]	[153, 10, 68, 0]	[146, 1, 69]	0
[16, 17]	[146, 1, 69, 0]	[154, 2, 1]	0
[16, 17]	[154, 2, 1, 0]	[155, 3, 1]	1
[16, 17]	[155, 3, 1, 1]	[156, 4, 1]	0
[16, 17]	[156, 4, 1, 0]	[150, 5, 1]	0
[16, 17]	[150, 5, 1, 0]	[157, 6, 1]	0
[16, 17]	[157, 6, 1, 0]	[158, 7, 70]	0
[16, 17]	[158, 7, 70, 0]	[159, 8, 1]	0
[16, 17]	[159, 8, 1, 0]	[160, 9, 71]	0
[16, 17]	[160, 9, 71, 0]	[161, 10, 70]	0
[16, 17, 18]	[161, 10, 70, 0]	[146, 1, 69]	1
[16, 17, 18]	[146, 1, 69, 1]	[150, 2, 1]	0
[16, 17, 18]	[150, 2, 1, 0]	[155, 3, 1]	0
[16, 17, 18]	[155, 3, 1, 0]	[162, 4, 7]	0
[16, 17, 18]	[162, 4, 7, 0]	[163, 5, 72]	0
[16, 17, 18]	[163, 5, 72, 0]	[164, 6, 64]	0
[16, 17, 18]	[164, 6, 64, 0]	[165, 7, 25]	0
[16, 17, 18]	[165, 7, 25, 0]	[166, 8, 1]	0
[16, 17, 18]	[166, 8, 1, 0]	[167, 9, 1]	0
[16, 17, 18]	[167, 9, 1, 0]	[168, 10, 70]	0

[19]	[]	[169, 1, 37]	0
[19]	[169, 1, 37, 0]	[170, 2, 1]	0
[19]	[170, 2, 1, 0]	[171, 3, 20]	0
[19]	[171, 3, 20, 0]	[172, 4, 1]	0
[19]	[172, 4, 1, 0]	[173, 5, 1]	0
[19]	[173, 5, 1, 0]	[174, 6, 1]	0
[19]	[174, 6, 1, 0]	[175, 7, 1]	0
[19]	[175, 7, 1, 0]	[176, 8, 1]	0
[19]	[176, 8, 1, 0]	[177, 9, 1]	0
[19]	[177, 9, 1, 0]	[178, 10, 1]	0
[19, 19]	[178, 10, 1, 0]	[169, 1, 37]	0
[19, 19]	[169, 1, 37, 0]	[170, 2, 1]	0
[19, 19]	[170, 2, 1, 0]	[171, 3, 20]	0
[19, 19]	[171, 3, 20, 0]	[172, 4, 1]	0
[19, 19]	[172, 4, 1, 0]	[173, 5, 1]	0
[19, 19]	[173, 5, 1, 0]	[174, 6, 1]	0
[19, 19]	[174, 6, 1, 0]	[175, 7, 1]	0
[19, 19]	[175, 7, 1, 0]	[176, 8, 1]	0
[19, 19]	[176, 8, 1, 0]	[177, 9, 1]	0
[19, 19]	[177, 9, 1, 0]	[178, 10, 1]	0
[19, 19, 19]	[178, 10, 1, 0]	[169, 1, 37]	0
[19, 19, 19]	[169, 1, 37, 0]	[170, 2, 1]	0
[19, 19, 19]	[170, 2, 1, 0]	[171, 3, 20]	0
[19, 19, 19]	[171, 3, 20, 0]	[172, 4, 1]	0
[19, 19, 19]	[172, 4, 1, 0]	[173, 5, 1]	0
[19, 19, 19]	[173, 5, 1, 0]	[176, 6, 1]	0
